Transaction_ID,Date_Created,Subscription_Type,Negotiation_Success_Prob,User_Feedback, Monthly_Fee_USD 
TRX-88132,03/01/2026,gym membership,,Stop charging me., $9.14 
TRX-45963,03/01/2026,spotify,0.802750771,Stop charging me., $4.00 
TRX-84445,,internet provider,0.0085,, $12.45 
TRX-30808,,cloud storage,,, $45.27 
TRX-98385,,gym membership,0.373599827,Stop charging me., $10.54 
TRX-39056,,internet provider,0.0085,Stop charging me., $88.33 
TRX-4501,12/07/2025,netflix,0.9,, $44.83 
TRX-51316,,spotify,0.888549284,It's too expensive!!!, $52.09 
TRX-99195,,spotify,0.9,Stop charging me., $108.52 
TRX-47054,03/01/2026,netflix,0.0085,It's too expensive!!!, $12.55 
TRX-86475,07/05/2025,cloud storage,0.9,, $19.61 
TRX-22883,,gym membership,,It's too expensive!!!, $143.51 
TRX-86310,03/01/2026,cloud storage,0.332634975,Stop charging me., $10.76 
TRX-46514,,internet provider,0.0085,Stop charging me., $11.88 
TRX-95771,03/01/2026,netflix,0.0085,, $100.76 
TRX-15335,,netflix,0.0085,It's too expensive!!!, $115.89 
TRX-39454,04/11/2025,electricity bill,,Negotiation needed ASAP, $5.32 
TRX-39982,09/02/2025,gym membership,0.9,Spaces at the beginning, $10.64 
TRX-18215,,spotify,,Negotiation needed ASAP, $124.70 
TRX-4419,,internet provider,0.0085,Spaces at the beginning, $95.66 
TRX-71780,03/01/2026,spotify,,Spaces at the beginning, $44.17 
TRX-25563,03/01/2026,netflix,0.013629465,Spaces at the beginning, $11.19 
TRX-78447,03/01/2026,internet provider,0.0085,It's too expensive!!!, $10.42 
TRX-52272,03/01/2026,cloud storage,,Negotiation needed ASAP, $43.01 
TRX-7483,,electricity bill,0.842281393,Negotiation needed ASAP, $38.51 
TRX-11439,,internet provider,0.9,It's too expensive!!!, $8.76 
TRX-89046,03/01/2026,spotify,0.0085,, $45.16 
TRX-58556,03/01/2026,cloud storage,0.9,Stop charging me., $73.86 
TRX-65096,,electricity bill,,, $38.51 
TRX-75974,,internet provider,,Negotiation needed ASAP, $46.38 
TRX-23151,,internet provider,0.601848773,Stop charging me., $46.38 
TRX-23075,,internet provider,0.386297687,, $46.38 
TRX-29333,,internet provider,0.9,Stop charging me., $46.38 
TRX-54095,03/01/2026,spotify,0.378509803,Spaces at the beginning, $32.67 
TRX-35010,03/01/2026,netflix,,, $90.90 
TRX-73439,,spotify,0.551046036,It's too expensive!!!, $45.16 
TRX-63892,03/01/2026,netflix,0.0085,Stop charging me., $140.42 
TRX-28489,,netflix,,It's too expensive!!!, $69.23 
TRX-32436,,netflix,0.0085,Spaces at the beginning, $49.32 
TRX-72696,,cloud storage,0.0085,Stop charging me., $141.90 
TRX-84118,,spotify,0.54240384,, $97.66 
TRX-24591,,electricity bill,0.9,, $122.93 
TRX-45120,,electricity bill,0.0085,, $17.61 
TRX-67110,,internet provider,0.9,Spaces at the beginning, $133.42 
TRX-85545,,gym membership,0.9,Spaces at the beginning, $102.94 
TRX-12045,,netflix,0.532871198,Negotiation needed ASAP, $121.32 
TRX-68661,03/01/2026,electricity bill,0.9,Spaces at the beginning, $102.83 
TRX-79780,03/06/2026,internet provider,0.0085,Negotiation needed ASAP, $46.38 
TRX-63789,,gym membership,,Negotiation needed ASAP, $4.86 
TRX-78813,,gym membership,,It's too expensive!!!, $46.46 
TRX-17687,10/01/2025,internet provider,0.0085,Stop charging me., $93.06 
TRX-14678,,spotify,,Negotiation needed ASAP, $30.06 
TRX-53947,,electricity bill,0.0085,Spaces at the beginning, $11.35 
TRX-74833,02/02/2026,cloud storage,0.9,Negotiation needed ASAP, $3.54 
TRX-22470,,spotify,,Spaces at the beginning, $45.16 
TRX-18327,03/02/2026,spotify,0.9,Spaces at the beginning, $36.75 
TRX-81241,03/01/2026,netflix,0.0085,It's too expensive!!!, $84.61 
TRX-52431,03/01/2026,netflix,0.612111386,Stop charging me., $83.25 
TRX-43337,,electricity bill,0.0085,It's too expensive!!!, $73.53 
TRX-87671,03/01/2026,gym membership,,, $28.04 
TRX-98898,,internet provider,0.9,Negotiation needed ASAP, $135.54 
TRX-12456,03/01/2026,spotify,0.9,, $15.17 
TRX-87671,,gym membership,0.0085,Stop charging me., $46.46 
TRX-63883,,netflix,0.0085,Stop charging me., $12.16 
TRX-84370,03/01/2026,cloud storage,0.9,Stop charging me., $12.23 
TRX-90024,,netflix,,Stop charging me., $41.65 
TRX-40603,,electricity bill,0.0085,Stop charging me., $7.31 
TRX-15740,,spotify,0.0085,Spaces at the beginning, $73.77 
TRX-56341,,cloud storage,0.772735243,Spaces at the beginning, $43.01 
TRX-60029,,cloud storage,,Negotiation needed ASAP, $132.05 
TRX-90517,,cloud storage,0.9,Stop charging me., $121.44 
TRX-49005,03/01/2026,gym membership,0.0085,Stop charging me., $46.46 
TRX-67134,,cloud storage,0.0085,, $43.01 
TRX-96748,,internet provider,0.9,Stop charging me., $60.01 
TRX-83432,,spotify,0.0085,Negotiation needed ASAP, $82.71 
TRX-7507,,gym membership,0.0085,Negotiation needed ASAP, $43.90 
TRX-2783,03/01/2026,cloud storage,0.9,Spaces at the beginning, $47.46 
TRX-29764,03/01/2026,spotify,0.9,, $98.35 
TRX-76474,03/01/2026,spotify,0.9,It's too expensive!!!, $135.41 
TRX-12926,03/01/2026,spotify,0.9,It's too expensive!!!, $45.16 
TRX-85671,03/01/2026,spotify,,It's too expensive!!!, $65.00 
TRX-3965,,internet provider,0.0085,Stop charging me., $8.96 
TRX-48084,,gym membership,0.0085,, $56.17 
TRX-34561,,spotify,0.9,Stop charging me., $117.67 
TRX-43523,,cloud storage,0.0085,It's too expensive!!!, $43.01 
TRX-19508,03/01/2026,internet provider,0.0085,Stop charging me., $81.54 
TRX-33836,,internet provider,0.9,It's too expensive!!!, $46.38 
TRX-81408,,netflix,0.874196573,It's too expensive!!!, $130.14 
TRX-91289,03/01/2026,gym membership,0.0085,It's too expensive!!!, $119.55 
TRX-80226,,gym membership,0.227436899,Stop charging me., $128.68 
TRX-29898,,internet provider,0.9,, $81.38 
TRX-71976,,netflix,,Stop charging me., $22.23 
TRX-94301,,netflix,0.159035223,Negotiation needed ASAP, $134.81 
TRX-80806,03/01/2026,netflix,,Spaces at the beginning, $74.57 
TRX-94489,,spotify,0.9,Spaces at the beginning, $113.60 
TRX-11575,,spotify,0.887519404,Spaces at the beginning, $54.52 
TRX-20975,,internet provider,0.9,, $46.38 
TRX-59707,,spotify,0.0085,Stop charging me., $15.42 
TRX-9920,06/12/2025,cloud storage,0.0085,Stop charging me., $43.01 
TRX-31721,07/11/2025,cloud storage,0.0085,, $65.30 
TRX-75185,03/01/2026,netflix,0.9,It's too expensive!!!, $5.42 
TRX-21530,,netflix,0.9,, $44.83 
TRX-38273,,spotify,0.9,Spaces at the beginning, $45.16 
TRX-33168,03/01/2026,gym membership,,, $10.71 
TRX-98405,,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-11972,,gym membership,0.9,Negotiation needed ASAP, $46.46 
TRX-27993,03/01/2026,netflix,,Stop charging me., $40.76 
TRX-28426,,netflix,0.982551718,Spaces at the beginning, $7.13 
TRX-42486,,electricity bill,0.387645588,Spaces at the beginning, $5.20 
TRX-63764,,spotify,,Spaces at the beginning, $12.50 
TRX-93019,07/11/2025,internet provider,0.9,It's too expensive!!!, $13.85 
TRX-43487,,electricity bill,0.9,It's too expensive!!!, $49.57 
TRX-56964,03/01/2026,spotify,0.0085,, $79.95 
TRX-37186,,internet provider,0.9,, $46.38 
TRX-44304,,netflix,0.264414105,, $91.82 
TRX-82150,,gym membership,0.0085,Negotiation needed ASAP, $110.35 
TRX-47636,03/01/2026,electricity bill,0.0085,It's too expensive!!!, $8.31 
TRX-82113,03/09/2026,internet provider,0.9,Spaces at the beginning, $73.24 
TRX-20935,03/01/2026,gym membership,,Spaces at the beginning, $6.15 
TRX-70954,03/01/2026,spotify,0.9,Negotiation needed ASAP, $92.43 
TRX-53103,,cloud storage,0.9,Stop charging me., $63.09 
TRX-45350,,cloud storage,0.886122167,, $43.01 
TRX-88102,,internet provider,0.0085,Stop charging me., $4.06 
TRX-20153,,netflix,0.9,, $44.16 
TRX-80529,,internet provider,,Stop charging me., $37.24 
TRX-16754,03/01/2026,cloud storage,,, $4.59 
TRX-73475,,gym membership,0.9,Spaces at the beginning, $79.58 
TRX-44376,06/05/2025,cloud storage,0.693666996,, $83.51 
TRX-80164,,internet provider,,Stop charging me., $46.38 
TRX-78995,,electricity bill,,Spaces at the beginning, $38.51 
TRX-58496,,electricity bill,0.9,Stop charging me., $126.96 
TRX-10748,,cloud storage,,, $138.86 
TRX-89541,03/01/2026,electricity bill,0.9,Stop charging me., $38.51 
TRX-37578,03/01/2026,gym membership,,It's too expensive!!!, $129.27 
TRX-21132,,gym membership,0.9,, $61.80 
TRX-13224,,netflix,,Spaces at the beginning, $3.66 
TRX-84069,,spotify,0.839798447,Spaces at the beginning, $45.16 
TRX-36987,,cloud storage,0.9,It's too expensive!!!, $43.01 
TRX-92280,,netflix,0.0085,Negotiation needed ASAP, $12.88 
TRX-65261,03/01/2026,gym membership,0.0085,Spaces at the beginning, $46.46 
TRX-80452,,cloud storage,,Stop charging me., $10.47 
TRX-89255,03/01/2026,electricity bill,0.9,Spaces at the beginning, $7.98 
TRX-11635,,netflix,0.0085,Stop charging me., $44.83 
TRX-14634,,internet provider,0.9,It's too expensive!!!, $5.18 
TRX-79396,,gym membership,,Spaces at the beginning, $46.46 
TRX-95261,,gym membership,0.188065186,, $46.46 
TRX-41173,,spotify,0.9,Spaces at the beginning, $45.16 
TRX-34496,05/09/2025,gym membership,,, $68.46 
TRX-95022,03/01/2026,netflix,,Stop charging me., $44.83 
TRX-60036,,gym membership,0.0085,Stop charging me., $128.62 
TRX-59807,03/01/2026,netflix,0.9,Stop charging me., $44.83 
TRX-24700,03/01/2026,internet provider,0.318139026,It's too expensive!!!, $46.38 
TRX-83849,04/01/2026,internet provider,0.08007274,Stop charging me., $146.22 
TRX-11730,,netflix,,Negotiation needed ASAP, $34.28 
TRX-8536,,spotify,0.0085,, $100.02 
TRX-63585,12/12/2025,spotify,0.0085,, $53.56 
TRX-54379,,internet provider,,, $10.65 
TRX-70897,,netflix,0.547298066,It's too expensive!!!, $117.37 
TRX-54511,,internet provider,,, $141.03 
TRX-46058,,spotify,0.9,Spaces at the beginning, $52.50 
TRX-62865,,netflix,0.715446196,, $29.25 
TRX-7399,,electricity bill,,, $31.08 
TRX-21686,03/01/2026,electricity bill,0.0085,Negotiation needed ASAP, $38.51 
TRX-49336,03/01/2026,electricity bill,0.9,Negotiation needed ASAP, $53.05 
TRX-41655,03/01/2026,netflix,,, $8.37 
TRX-47104,,netflix,0.9,Negotiation needed ASAP, $3.88 
TRX-33185,,cloud storage,,Stop charging me., $5.90 
TRX-69936,03/01/2026,gym membership,,It's too expensive!!!, $131.31 
TRX-15467,,cloud storage,,It's too expensive!!!, $8.25 
TRX-62101,12/12/2025,spotify,,Stop charging me., $5.45 
TRX-49813,03/01/2026,cloud storage,0.9,It's too expensive!!!, $11.17 
TRX-65882,,netflix,0.163011981,Spaces at the beginning, $110.46 
TRX-64227,03/01/2026,electricity bill,,Negotiation needed ASAP, $38.40 
TRX-84229,03/01/2026,gym membership,0.9,Spaces at the beginning, $101.49 
TRX-74129,,cloud storage,0.9,, $43.01 
TRX-51440,,gym membership,0.9,Negotiation needed ASAP, $46.46 
TRX-31793,,spotify,0.9,, $92.91 
TRX-54415,03/01/2026,internet provider,0.9,It's too expensive!!!, $4.44 
TRX-49506,,gym membership,,, $98.58 
TRX-34055,,gym membership,0.9,, $46.46 
TRX-80378,,spotify,,Negotiation needed ASAP, $97.39 
TRX-87595,,internet provider,0.747769419,, $46.38 
TRX-1214,,internet provider,0.939696916,, $46.38 
TRX-48927,,gym membership,0.884843807,Negotiation needed ASAP, $117.76 
TRX-85214,03/01/2026,spotify,0.320957214,Negotiation needed ASAP, $7.14 
TRX-42337,,gym membership,0.9,It's too expensive!!!, $123.24 
TRX-48763,,spotify,0.0085,Stop charging me., $45.16 
TRX-47160,03/01/2026,cloud storage,0.9,, $7.56 
TRX-91316,,cloud storage,0.9,, $104.96 
TRX-59410,03/01/2026,electricity bill,0.9,Negotiation needed ASAP, $11.90 
TRX-92974,01/12/2026,gym membership,0.09767915,Spaces at the beginning, $46.46 
TRX-63702,04/05/2026,internet provider,,Negotiation needed ASAP, $7.68 
TRX-61146,,netflix,0.120364427,, $7.56 
TRX-75363,03/01/2026,gym membership,0.0085,Negotiation needed ASAP, $87.23 
TRX-48229,,netflix,0.930497423,Spaces at the beginning, $130.65 
TRX-50104,,spotify,,Stop charging me., $30.98 
TRX-24470,03/01/2026,netflix,0.0085,Spaces at the beginning, $44.83 
TRX-63399,,spotify,0.93881683,It's too expensive!!!, $27.75 
TRX-79947,01/09/2026,electricity bill,0.9,Negotiation needed ASAP, $4.60 
TRX-41979,,netflix,0.99146842,Stop charging me., $44.83 
TRX-73039,,cloud storage,0.9,Spaces at the beginning, $6.99 
TRX-17649,,electricity bill,0.9,Spaces at the beginning, $38.51 
TRX-59544,03/01/2026,internet provider,,It's too expensive!!!, $111.77 
TRX-24856,,electricity bill,,It's too expensive!!!, $55.47 
TRX-60571,10/08/2025,internet provider,0.75288023,Stop charging me., $46.38 
TRX-55659,,gym membership,,Stop charging me., $46.46 
TRX-45726,03/01/2026,electricity bill,,It's too expensive!!!, $14.64 
TRX-23281,,cloud storage,0.0085,Spaces at the beginning, $66.78 
TRX-41974,,gym membership,,Negotiation needed ASAP, $46.46 
TRX-67998,,cloud storage,0.195357923,Spaces at the beginning, $33.62 
TRX-78523,,electricity bill,0.9,It's too expensive!!!, $136.38 
TRX-73932,,netflix,0.67686499,Spaces at the beginning, $44.83 
TRX-29309,,netflix,0.0085,Spaces at the beginning, $5.03 
TRX-3088,,gym membership,0.279354299,Stop charging me., $116.60 
TRX-69123,,netflix,,Negotiation needed ASAP, $6.40 
TRX-54452,,netflix,0.841580666,Stop charging me., $146.22 
TRX-41129,,gym membership,0.9,Negotiation needed ASAP, $46.46 
TRX-45496,,cloud storage,0.9,, $40.55 
TRX-28407,,internet provider,,Stop charging me., $60.87 
TRX-33180,03/01/2026,internet provider,0.0085,Stop charging me., $70.72 
TRX-75460,,cloud storage,0.760362278,Negotiation needed ASAP, $6.65 
TRX-80715,,cloud storage,0.0085,It's too expensive!!!, $10.26 
TRX-10217,,electricity bill,,Negotiation needed ASAP, $10.81 
TRX-90405,,spotify,0.0085,, $6.02 
TRX-5018,,internet provider,,It's too expensive!!!, $79.94 
TRX-51560,03/01/2026,gym membership,0.0085,It's too expensive!!!, $46.46 
TRX-35111,01/11/2026,gym membership,0.74863896,It's too expensive!!!, $8.36 
TRX-17974,03/01/2026,spotify,,Stop charging me., $7.85 
TRX-86703,,spotify,0.9,, $113.17 
TRX-13753,04/02/2026,gym membership,0.697190349,Negotiation needed ASAP, $46.46 
TRX-17743,,netflix,,It's too expensive!!!, $44.83 
TRX-96237,,spotify,0.9,, $41.95 
TRX-10927,06/07/2025,netflix,0.0085,Negotiation needed ASAP, $44.83 
TRX-12226,,spotify,0.9,, $4.22 
TRX-66818,,cloud storage,0.0085,Stop charging me., $12.23 
TRX-25722,,netflix,0.9,Spaces at the beginning, $44.83 
TRX-45627,,netflix,0.0085,Stop charging me., $44.83 
TRX-7846,,internet provider,0.0085,It's too expensive!!!, $29.86 
TRX-68104,,spotify,0.014070597,, $25.54 
TRX-77680,03/01/2026,electricity bill,0.9,Spaces at the beginning, $38.51 
TRX-60396,,electricity bill,0.0085,Spaces at the beginning, $18.58 
TRX-18218,,internet provider,0.10505925,Negotiation needed ASAP, $100.45 
TRX-94970,,spotify,0.345589201,, $23.06 
TRX-13341,03/01/2026,spotify,0.0085,Spaces at the beginning, $12.56 
TRX-43860,,spotify,0.9,Negotiation needed ASAP, $107.37 
TRX-37475,03/01/2026,internet provider,,Negotiation needed ASAP, $63.90 
TRX-94759,03/01/2026,electricity bill,0.9,Stop charging me., $149.48 
TRX-81501,,netflix,0.386546226,Spaces at the beginning, $44.33 
TRX-61319,12/12/2025,internet provider,,It's too expensive!!!, $7.35 
TRX-66042,,netflix,0.0085,Spaces at the beginning, $11.07 
TRX-71780,,internet provider,0.404863172,Negotiation needed ASAP, $46.38 
TRX-51227,,gym membership,0.0085,, $46.46 
TRX-83200,03/01/2026,internet provider,0.0085,, $105.36 
TRX-43362,,cloud storage,0.9,, $99.05 
TRX-52715,03/01/2026,gym membership,,, $62.87 
TRX-98352,02/10/2026,internet provider,,Negotiation needed ASAP, $92.24 
TRX-35190,,spotify,,, $111.12 
TRX-32403,,internet provider,0.9,It's too expensive!!!, $26.30 
TRX-79801,,electricity bill,0.9,Spaces at the beginning, $52.84 
TRX-63465,,netflix,0.0085,Negotiation needed ASAP, $135.32 
TRX-39585,,gym membership,0.9,Negotiation needed ASAP, $3.62 
TRX-60587,,gym membership,0.0085,Negotiation needed ASAP, $18.49 
TRX-42043,,spotify,,Stop charging me., $10.66 
TRX-29507,,spotify,0.9,Negotiation needed ASAP, $45.16 
TRX-75595,,spotify,,It's too expensive!!!, $83.33 
TRX-22247,,gym membership,0.9,Spaces at the beginning, $40.26 
TRX-82824,,internet provider,0.997442124,Spaces at the beginning, $5.59 
TRX-15106,,internet provider,0.671042724,Spaces at the beginning, $41.78 
TRX-81229,,netflix,,Spaces at the beginning, $12.20 
TRX-27326,,netflix,0.9,It's too expensive!!!, $106.41 
TRX-81292,,netflix,0.0085,Spaces at the beginning, $130.37 
TRX-67398,04/03/2026,electricity bill,0.715967354,Spaces at the beginning, $38.51 
TRX-76308,,cloud storage,0.0085,, $119.48 
TRX-54658,,netflix,0.9,Negotiation needed ASAP, $82.43 
TRX-20728,03/01/2026,cloud storage,0.9,Negotiation needed ASAP, $6.12 
TRX-1016,,spotify,,, $12.44 
TRX-94547,03/01/2026,electricity bill,0.0085,It's too expensive!!!, $10.25 
TRX-59110,09/01/2025,electricity bill,0.607550822,, $84.40 
TRX-43792,,gym membership,0.756375866,It's too expensive!!!, $46.46 
TRX-66732,,spotify,0.0085,, $51.88 
TRX-76011,01/01/2026,internet provider,0.0085,, $22.17 
TRX-37162,,netflix,,Stop charging me., $111.74 
TRX-30071,03/01/2026,electricity bill,0.345065032,Negotiation needed ASAP, $82.76 
TRX-14537,05/12/2025,electricity bill,,, $101.71 
TRX-89561,,internet provider,,Spaces at the beginning, $8.53 
TRX-1041,03/01/2026,electricity bill,0.0085,Negotiation needed ASAP, $90.01 
TRX-25703,,electricity bill,,Negotiation needed ASAP, $59.31 
TRX-7232,06/09/2025,cloud storage,0.0085,Negotiation needed ASAP, $96.23 
TRX-9802,,cloud storage,,Spaces at the beginning, $78.17 
TRX-9550,,spotify,,, $45.16 
TRX-67062,,gym membership,0.57841709,It's too expensive!!!, $46.46 
TRX-67459,03/01/2026,spotify,0.0085,Spaces at the beginning, $6.85 
TRX-68907,03/01/2026,cloud storage,0.091503854,Spaces at the beginning, $43.01 
TRX-96569,03/01/2026,spotify,0.956992549,Negotiation needed ASAP, $139.31 
TRX-40388,,spotify,,Stop charging me., $113.58 
TRX-17989,,cloud storage,0.433510904,Negotiation needed ASAP, $43.01 
TRX-23432,,netflix,,, $12.82 
TRX-12871,,cloud storage,,Spaces at the beginning, $15.70 
TRX-64639,03/01/2026,netflix,0.0085,Spaces at the beginning, $44.83 
TRX-77280,03/01/2026,electricity bill,0.750902398,It's too expensive!!!, $139.72 
TRX-65590,,electricity bill,,, $38.51 
TRX-66536,,internet provider,0.9,Spaces at the beginning, $46.38 
TRX-84241,,spotify,,Stop charging me., $80.22 
TRX-38944,,spotify,0.0085,Spaces at the beginning, $45.16 
TRX-53176,,spotify,0.9,Stop charging me., $38.86 
TRX-39762,,internet provider,0.0085,, $64.33 
TRX-95436,03/01/2026,gym membership,0.394663467,Negotiation needed ASAP, $10.62 
TRX-41496,,netflix,,Spaces at the beginning, $8.41 
TRX-84310,,gym membership,0.9,It's too expensive!!!, $46.46 
TRX-23423,,internet provider,,It's too expensive!!!, $138.79 
TRX-87835,03/01/2026,internet provider,0.0085,Stop charging me., $59.00 
TRX-6059,03/01/2026,spotify,0.252313662,Negotiation needed ASAP, $45.16 
TRX-84269,11/03/2025,internet provider,0.0085,, $8.23 
TRX-86192,,gym membership,0.760735453,Stop charging me., $99.72 
TRX-21818,01/07/2026,spotify,0.268224781,Spaces at the beginning, $79.86 
TRX-25714,03/01/2026,internet provider,0.620268832,, $46.38 
TRX-43863,,gym membership,0.0085,, $46.46 
TRX-5137,,cloud storage,0.0085,Spaces at the beginning, $7.31 
TRX-45985,,cloud storage,0.557377657,Negotiation needed ASAP, $7.21 
TRX-41717,,internet provider,0.9,Spaces at the beginning, $11.86 
TRX-90177,,gym membership,0.0085,Spaces at the beginning, $7.82 
TRX-13012,01/08/2026,spotify,0.9,It's too expensive!!!, $80.08 
TRX-18673,,cloud storage,,Negotiation needed ASAP, $9.68 
TRX-48815,03/01/2026,gym membership,0.48072373,, $46.46 
TRX-37688,,gym membership,0.0085,It's too expensive!!!, $128.09 
TRX-51933,,internet provider,,Negotiation needed ASAP, $46.38 
TRX-14916,03/01/2026,internet provider,,Stop charging me., $125.33 
TRX-15246,03/01/2026,gym membership,,Negotiation needed ASAP, $10.77 
TRX-29650,,electricity bill,0.9,Spaces at the beginning, $38.51 
TRX-90285,,internet provider,0.9,It's too expensive!!!, $12.35 
TRX-37217,,netflix,0.9,Negotiation needed ASAP, $44.83 
TRX-42885,04/07/2026,electricity bill,0.0085,It's too expensive!!!, $10.43 
TRX-52780,06/01/2025,electricity bill,0.77760301,Spaces at the beginning, $38.51 
TRX-97748,03/01/2026,internet provider,0.9,Stop charging me., $7.72 
TRX-21027,,gym membership,,Negotiation needed ASAP, $34.31 
TRX-13140,,gym membership,0.152468021,Stop charging me., $46.46 
TRX-57170,03/01/2026,spotify,0.0085,Stop charging me., $30.94 
TRX-85957,,electricity bill,0.0085,, $38.51 
TRX-58066,03/01/2026,electricity bill,0.0085,Stop charging me., $38.51 
TRX-92469,,spotify,,, $22.26 
TRX-11297,03/01/2026,internet provider,0.9,Spaces at the beginning, $106.17 
TRX-25881,03/01/2026,netflix,0.9,Negotiation needed ASAP, $121.35 
TRX-92262,03/01/2026,netflix,0.242819415,Negotiation needed ASAP, $57.76 
TRX-20521,03/01/2026,cloud storage,0.000206706,Stop charging me., $43.01 
TRX-58731,03/01/2026,gym membership,0.0085,Stop charging me., $46.46 
TRX-73725,,netflix,0.0085,Negotiation needed ASAP, $25.87 
TRX-58723,,netflix,0.0085,It's too expensive!!!, $85.44 
TRX-6344,,spotify,0.0085,, $9.23 
TRX-76627,,electricity bill,0.9,, $29.79 
TRX-26802,,internet provider,0.0085,Spaces at the beginning, $46.38 
TRX-5873,,gym membership,0.0085,Stop charging me., $46.46 
TRX-94601,,netflix,,It's too expensive!!!, $103.39 
TRX-6105,,gym membership,,It's too expensive!!!, $56.03 
TRX-97075,03/01/2026,gym membership,0.263425835,, $11.61 
TRX-38874,,netflix,0.0085,Spaces at the beginning, $33.95 
TRX-93671,,internet provider,,It's too expensive!!!, $46.38 
TRX-88112,,electricity bill,,Negotiation needed ASAP, $12.80 
TRX-9648,,internet provider,0.0085,It's too expensive!!!, $46.38 
TRX-83376,,spotify,0.9,Negotiation needed ASAP, $66.02 
TRX-12633,,electricity bill,0.879509952,Stop charging me., $26.02 
TRX-45716,03/01/2026,spotify,0.9,Spaces at the beginning, $90.80 
TRX-24858,,cloud storage,0.08377841,Negotiation needed ASAP, $119.12 
TRX-84421,,cloud storage,,, $4.30 
TRX-53899,03/01/2026,spotify,,Spaces at the beginning, $4.74 
TRX-92941,,cloud storage,,, $101.24 
TRX-2873,,spotify,0.0085,Spaces at the beginning, $58.05 
TRX-18070,03/01/2026,electricity bill,0.9,Negotiation needed ASAP, $38.51 
TRX-87607,03/01/2026,netflix,,Negotiation needed ASAP, $3.99 
TRX-6651,,cloud storage,,Spaces at the beginning, $29.14 
TRX-30807,,cloud storage,0.9,Stop charging me., $105.06 
TRX-25556,,netflix,,Stop charging me., $44.83 
TRX-20630,,internet provider,0.9,Negotiation needed ASAP, $46.38 
TRX-99774,,netflix,0.9168669,Stop charging me., $69.14 
TRX-17814,03/01/2026,electricity bill,0.0085,Spaces at the beginning, $38.51 
TRX-10411,,gym membership,0.557348037,Spaces at the beginning, $125.35 
TRX-57985,,cloud storage,0.0085,Stop charging me., $43.01 
TRX-4277,,spotify,0.333852353,Negotiation needed ASAP, $45.16 
TRX-31989,,gym membership,0.0085,Spaces at the beginning, $11.08 
TRX-96821,03/01/2026,netflix,0.9,It's too expensive!!!, $73.15 
TRX-20231,,cloud storage,0.0085,It's too expensive!!!, $43.01 
TRX-9840,,gym membership,0.0085,Negotiation needed ASAP, $62.47 
TRX-33037,03/01/2026,gym membership,,Negotiation needed ASAP, $137.20 
TRX-40030,,netflix,0.9,Negotiation needed ASAP, $59.30 
TRX-95214,03/01/2026,netflix,0.752390552,Stop charging me., $53.76 
TRX-51256,,electricity bill,,Stop charging me., $74.29 
TRX-33833,,gym membership,,Negotiation needed ASAP, $9.89 
TRX-21200,,netflix,0.9,Stop charging me., $5.00 
TRX-60728,,netflix,0.811469366,, $17.16 
TRX-24731,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $36.20 
TRX-69233,07/02/2025,gym membership,0.0085,It's too expensive!!!, $46.46 
TRX-23761,,gym membership,,Negotiation needed ASAP, $12.91 
TRX-97549,03/01/2026,cloud storage,,Stop charging me., $69.68 
TRX-63651,03/01/2026,cloud storage,0.0085,, $86.42 
TRX-38345,,netflix,0.0085,Negotiation needed ASAP, $44.83 
TRX-28064,03/01/2026,internet provider,0.971303415,It's too expensive!!!, $148.83 
TRX-27594,03/01/2026,cloud storage,0.0085,Spaces at the beginning, $132.54 
TRX-80873,,gym membership,0.0085,, $145.19 
TRX-46947,,gym membership,0.880679304,, $46.46 
TRX-67747,,spotify,,Negotiation needed ASAP, $75.13 
TRX-80264,,cloud storage,0.9,It's too expensive!!!, $43.01 
TRX-88519,,cloud storage,0.9,, $46.20 
TRX-17812,,electricity bill,0.9,Stop charging me., $15.64 
TRX-72072,,cloud storage,,, $121.01 
TRX-6658,,gym membership,,, $41.77 
TRX-96868,,cloud storage,0.9,Negotiation needed ASAP, $124.71 
TRX-92670,03/01/2026,internet provider,,, $46.38 
TRX-28738,03/01/2026,netflix,0.0085,Negotiation needed ASAP, $44.83 
TRX-51755,,gym membership,0.9,It's too expensive!!!, $8.43 
TRX-62576,,internet provider,0.9,, $46.38 
TRX-21761,03/07/2026,netflix,0.0085,Spaces at the beginning, $26.95 
TRX-41579,,internet provider,0.760967705,Spaces at the beginning, $104.84 
TRX-74122,03/07/2026,internet provider,,, $99.87 
TRX-82605,,gym membership,0.955776863,Negotiation needed ASAP, $5.48 
TRX-1835,,internet provider,0.0085,Negotiation needed ASAP, $46.38 
TRX-82850,03/01/2026,internet provider,,Stop charging me., $123.42 
TRX-20626,,cloud storage,,, $131.36 
TRX-5588,,netflix,,It's too expensive!!!, $38.07 
TRX-51477,03/01/2026,cloud storage,0.997952468,Negotiation needed ASAP, $117.24 
TRX-9723,,gym membership,,Spaces at the beginning, $46.46 
TRX-82313,02/12/2026,gym membership,0.9,Spaces at the beginning, $46.46 
TRX-84569,10/01/2025,netflix,0.0085,Spaces at the beginning, $44.83 
TRX-15003,,electricity bill,0.0085,It's too expensive!!!, $8.27 
TRX-1880,,internet provider,,Negotiation needed ASAP, $3.87 
TRX-38594,,netflix,,Spaces at the beginning, $35.82 
TRX-68521,,cloud storage,0.005627426,Stop charging me., $43.01 
